,omid,openalex_id,type
2320,meta:br/062401201406,W1500097196 W107430871,journal article
9061,meta:br/06802179287,W1500189952 W2042998614,journal article
17894,meta:br/0620846304,W1500354735 W3203960323,journal article
14545,meta:br/06170441266,W1500418778 W2064029985,journal article
10553,meta:br/061201865379,W1500479605 W4232011941,journal article
1127,meta:br/062202366738,W1500554154 W2463179353,journal article
3106,meta:br/0610969837,W1500584411 W145549360,journal article
9931,meta:br/06901782899,W1500636582 W284922488,journal article
11765,meta:br/06130948364,W1500745833 W1514784717,journal article
75,meta:br/060116,W1500855451 W4300456854,reference book
8966,meta:br/06801765307,W150090324 W3195510311,journal article
11751,meta:br/06130948380,W150097412 W4300564689,journal article
16965,meta:br/06201769575,W150113078 W1602610531,journal article
14574,meta:br/06170441304,W1501637493 W1555288468,journal article
14597,meta:br/06170441505,W1501655149 W1559892235,journal article
6469,meta:br/0644037915,W1501858161 W4293372160,journal article
158,meta:br/06103202077,W1501901607 W1481723799,journal article
17564,meta:br/062036958,W1502099086 W2780115184,book
16144,meta:br/06180825827,W1502415550 W2978797714,journal article
10121,meta:br/06901962636,W1502650979 W2093826803,book
17312,meta:br/06203021950,W1502740755 W1915848352,journal article
3294,meta:br/062501980395,W1502794909 W4230519585 W4244478582,book
12272,meta:br/061402553800,W1502798170 W1581369614,journal article
17457,meta:br/06203304539,W1502934522 W3178848988,journal article
174,meta:br/06103202088,W1503033999 W1558594622,journal article
9872,meta:br/06901747229,W1503158003 W4300120757,journal article
6510,meta:br/06501103689,W1503229621 W2416301049,journal article
9,meta:br/060115,W1503485421 W4300591202,reference book
2998,meta:br/0610969745,W1503743943 W318940925,journal article
12573,meta:br/061403317888,W1504247698 W1421027478,journal article
17481,meta:br/06203304751,W1504287684 W175357162,journal article
3123,meta:br/0610969923,W1504467481 W3213441865,journal article
11748,meta:br/06130948312,W1504502466 W3191179979,journal article
7723,meta:br/06602860477,W1505076996 W145046299,journal article
8734,meta:br/06801427137,W1505084330 W2197157963,journal article
15876,meta:br/06102482821,W1505165925 W2028074335,journal article
10010,meta:br/06901783332,W1505360761 W2911627699,journal article
11051,meta:br/06120944191,W1505547874 W1496723194,journal article
12894,meta:br/061501827516,W1505683616 W2911594344,journal article
9101,meta:br/06802179886,W1505962198 W2045479191,journal article
4408,meta:br/06301401346,W1505973766 W2161116875,journal article
12461,meta:br/061402554239,W1506291151 W3171235179,journal article
15077,meta:br/06170832750,W1506850592 W3175045845,journal article
7743,meta:br/06602860537,W1507014780 W3183150167,journal article
2977,meta:br/0610969186,W150746425 W221358656,journal article
16342,meta:br/061901690174,W1507468139 W1602047510,journal article
12559,meta:br/061403317835,W1507710864 W1604361078,journal article
7606,meta:br/06602860527,W1507951290 W126368499,journal article
2963,meta:br/062501218007,W1508228609 W3187215042,journal article
11308,meta:br/061302018958,W1508251108 W2055294595,journal article
16333,meta:br/061901690066,W150826532 W8445138,journal article
213,meta:br/06103202140,W1508388359 W1522798582,journal article
5270,meta:br/06303309483,W1508578711 W4255951922,journal article
14878,meta:br/0617046161,W1508583216 W4285621013,book
16136,meta:br/06180825742,W150864131 W2913900983,journal article
8046,meta:br/06701335048,W150875046 W3192332063,journal article
13220,meta:br/06150215386,W1508778957 W4210341595,journal article
15927,meta:br/06102483136,W1508784171 W2090818805,journal article
3154,meta:br/062501432249,W150880856 W3192520107,journal article
15142,meta:br/06170832975,W1508840323 W61819576,journal article
5917,meta:br/06402495386,W1508958726 W2024213985,journal article
8393,meta:br/06703465985,W1509047569 W1512985129,journal article
7636,meta:br/06602860786,W1509175555 W3182524776,journal article
12357,meta:br/061402553285,W1509233825 W1570803652,journal article
11930,meta:br/061401707682,W1509327048 W4300871044,journal article
17384,meta:br/06203304683,W1509344146 W78292605,journal article
14552,meta:br/06170441373,W1509635968 W84799369,journal article
1171,meta:br/062202366747,W1509666898 W1410700012,journal article
1128,meta:br/062202366800,W1509791066 W2110971204,journal article
17711,meta:br/062049827,W151027028 W3041976364,book
11460,meta:br/061302233979,W1510293460 W4252604198,book
1616,meta:br/062301156510,W1510635138 W3172664951,journal article
15386,meta:br/061801060534,W1510816566 W2019660778,journal article
1621,meta:br/062301156241,W1510910840 W3215884784,journal article
17291,meta:br/06202630114,W1511003731 W4237230935,book
9994,meta:br/06901782509,W1511054168 W85941717,journal article
15067,meta:br/06170820424,W1511344610 W2466107515,journal article
11383,meta:br/061302145636,W1511387604 W2161354455,journal article
12468,meta:br/061402554072,W1511623563 W90747301,journal article
8194,meta:br/06702195096,W1511664609 W4255889070,book
16271,meta:br/061901689786,W1511784852 W2428634378,journal article
11055,meta:br/06120944057,W1511842226 W2399844949,journal article
16324,meta:br/061901690412,W1511986238 W3161191743,journal article
2983,meta:br/0610969872,W1512357721 W3216096082,journal article
2976,meta:br/0610969896,W151248085 W1574023073,journal article
8390,meta:br/06703465635,W1512701458 W2221373859,journal article
7633,meta:br/06602860711,W1512730529 W3197365765,journal article
7566,meta:br/06602794171,W1512758565 W4239079543,book
92,meta:br/0620956836,W1512900407 W298812274,journal article
26,meta:br/060129,W1513027169 W4300547337,reference book
14634,meta:br/06170441428,W1513167936 W2536235768,journal article
9095,meta:br/06802179586,W1513672991 W2020943720,journal article
2101,meta:br/06230442921,W1513733050 W4248046849,journal article
2036,meta:br/0610488202,W1513745444 W2139113682,journal article
1139,meta:br/062202366685,W1514086054 W2418209974,journal article
16999,meta:br/06201769726,W1514223893 W3215647697,journal article
1626,meta:br/062301156317,W151426682 W1599966103,journal article
299,meta:br/062101453662,W1514324734 W4210492057,book
1629,meta:br/062301156199,W1514378803 W2398719417,journal article
1934,meta:br/062302372436,W1514413369 W3182498361,journal article
16288,meta:br/061901689773,W1514697404 W25751040,journal article
15915,meta:br/06102483070,W1514759270 W2006436725,journal article
12565,meta:br/061403317880,W1514783060 W200421732,journal article
1133,meta:br/062202366827,W1514877936 W3212762496,journal article
15362,meta:br/061801060523,W1514939133 W2001456948,journal article
2658,meta:br/062403093140,W1515007952 W4237334050,book chapter
13021,meta:br/061501905287,W1515064425 W2911237717,book
16962,meta:br/06201769642,W151512226 W17696792,journal article
8032,meta:br/06701334976,W1515313183 W1505212850,journal article
15240,meta:br/061801055433,W1515402722 W2416084985,journal article
502,meta:br/062102067551,W1515518872 W3141340699,book
8737,meta:br/06801427141,W1515544150 W136110990,journal article
17424,meta:br/06203304566,W1515583094 W3163631125,journal article
12869,meta:br/061501826895,W1515656065 W2417441992,journal article
1149,meta:br/062202366790,W1515729448 W1459255280,journal article
9974,meta:br/06901782664,W1515734486 W1550830075,journal article
3555,meta:br/0625080659,W1516443909 W1779717686,journal article
14523,meta:br/061703333851,W1516459678 W2506148107,book
9689,meta:br/06803635920,W1516462031 W4211241154,reference entry
17891,meta:br/0620846496,W1516472112 W4248654522,journal article
1166,meta:br/062202366777,W1516496490 W1571358088,journal article
1034,meta:br/062202115256,W1516531868 W1595169163,journal article
9889,meta:br/06901782644,W1516684144 W55800291,journal article
1079,meta:br/062202366778,W1516802322 W176665551,journal article
9125,meta:br/06802179596,W1517020917 W1964963093,journal article
222,meta:br/06103202176,W1517067254 W1534568105,journal article
16993,meta:br/06201769544,W1517286389 W288307902,journal article
8730,meta:br/06801427108,W1517498147 W2412010220,journal article
9096,meta:br/06802179834,W1518049585 W2112208027,journal article
3425,meta:br/062502631222,W1518165755 W4301261824,book
11044,meta:br/06120944220,W1518237789 W199087094,journal article
85,meta:br/0620956745,W1518342345 W127709661,journal article
14568,meta:br/06170441966,W1518630599 W3190134750,journal article
12445,meta:br/061402554140,W1518894341 W1603352895,journal article
17399,meta:br/06203304682,W1519033393 W48445066,journal article
3857,meta:br/062602114166,W1519057467 W2017979964,journal article
10562,meta:br/061201865437,W1519178013 W2405853115,journal article
12276,meta:br/061402553918,W1519409419 W1491815803,journal article
15311,meta:br/061801060312,W1519460831 W2051532984,journal article
4734,meta:br/06301855071,W1519667538 W4300007499,journal
9839,meta:br/06901659995,W1519781644 W4232052881,journal article
12353,meta:br/061402553744,W1519825495 W2413564478,journal article
17493,meta:br/06203304612,W152002240 W1586712867,journal article
7625,meta:br/06602860646,W152016156 W1581677636,journal article
16354,meta:br/061901690713,W1520258403 W4230399836,journal article
1135,meta:br/062202366758,W1520304014 W1524974230,journal article
7611,meta:br/06602860700,W152030737 W167693439,journal article
10027,meta:br/06901856287,W1520365685 W4300511648,book
14603,meta:br/06170441574,W1520387439 W91465794,journal article
4394,meta:br/06301401537,W1520521702 W2067195686,journal article
12391,meta:br/061402553818,W1520766593 W1529098965,journal article
15507,meta:br/061801688479,W1520792379 W2410906767,journal article
2895,meta:br/062501217981,W1520959487 W1580317234,journal article
2932,meta:br/062501217990,W1520965810 W4299944005,journal article
16355,meta:br/061901690425,W1521290701 W3195536647,journal article
9938,meta:br/06901782729,W1521397821 W1911076326,journal article
15159,meta:br/06170832805,W1521569979 W2434757295,journal article
10141,meta:br/06901962640,W1521633542 W4233103404,book
11060,meta:br/06120944221,W1521685150 W1558921397,journal article
13989,meta:br/061603213691,W1521728288 W4234643299,reference entry
15225,meta:br/06170833004,W1521808050 W2122363178,journal article
11747,meta:br/06130948510,W1521850484 W3193133311,journal article
3001,meta:br/0610969783,W1522016986 W172883272,journal article
8034,meta:br/06701334845,W1522196690 W2442443085,journal article
3856,meta:br/062602114070,W1522337177 W2054375690,journal article
8700,meta:br/06801342311,W1522639724 W1539273869,journal article
231,meta:br/06103202124,W1522645268 W84391867,journal article
2083,meta:br/06230353865,W1522749244 W4298308473,journal article
9216,meta:br/06802208935,W1522887169 W1603810794,book
9945,meta:br/06901782703,W1522993023 W190474914,journal article
15303,meta:br/061801060214,W1523185198 W2059762467,journal article
8373,meta:br/06703465938,W1523268119 W3175654075,journal article
79,meta:br/0620924833,W1523305228 W4246096481,journal article
10323,meta:br/0690482172,W1523433197 W2975548110,journal article
3653,meta:br/062601566144,W1523694211 W2419661406,journal article
17485,meta:br/06203304637,W1523755376 W300257731,journal article
12291,meta:br/061402553889,W1523777952 W1482594799,journal article
7728,meta:br/06602860566,W1523803716 W333343486,journal article
1258,meta:br/06220431463,W1524041440 W832346896,journal article
12295,meta:br/061402553472,W1524322577 W3143279618,journal article
10804,meta:br/061202231475,W1524444374 W4255289030,journal article
14575,meta:br/06170441367,W1524471560 W1596600998,journal article
8026,meta:br/06701334945,W1524476131 W1593284337,journal article
11779,meta:br/06130948356,W1524511705 W1488524211,journal article
2179,meta:br/06230529982,W1524690763 W4319293028,journal article
16284,meta:br/061901689855,W1524930804 W197052141,journal article
19,meta:br/06094,W1525201153 W4301824706,reference book
11040,meta:br/06120944049,W1525288202 W2424821966,journal article
2646,meta:br/0610815619,W152547734 W2080144277,journal article
7659,meta:br/06602860773,W1525678051 W2406440858,journal article
13257,meta:br/061502578272,W152571971 W3193542363,journal article
9231,meta:br/06802208991,W1525923122 W4230249572,book
3905,meta:br/062602114105,W1525939526 W2129549637,journal article
15396,meta:br/061801060645,W1526168882 W1977774251,journal article
3094,meta:br/0610969525,W1526379664 W2417837297,journal article
11776,meta:br/06130948677,W1526617763 W1277325325,journal article
17403,meta:br/06203304736,W152663004 W3189768320,journal article
16913,meta:br/06201769511,W1526692744 W1584813361,journal article
13512,meta:br/061601537823,W1526715960 W4206971639,book
4326,meta:br/06301257,W1526764627 W4231220500,journal
8045,meta:br/06701335097,W1526792444 W4299658071,journal article
9970,meta:br/06901782692,W1526842696 W16805726,journal article
3829,meta:br/062602113987,W1527066275 W2146409833,journal article
14600,meta:br/06170441495,W1527214205 W157841395,journal article
9967,meta:br/06901782782,W1527215038 W1575044744,journal article
4646,meta:br/06301811840,W1527268596 W2017186855,journal article
3138,meta:br/0610969936,W1527331792 W3191178632,journal article
